PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
31757938,HOXA11,I Marker,Mr1 restricted mucosal associated invariant t (mait) cell,Cancer cell,Thymus,low-throughput,RT-qPCR;Western blot;Flow-throughput cytometry,"Silencing of long noncoding RNA HOXA11-AS inhibits the Wnt signaling pathway via the upregulation of HOXA11 and thereby inhibits the proliferation, invasion, and self-renewal of hepatocellular carcinoma stem cells","Both HOXA11-AS silencing and HOXA11 overexpression suppressed the self-renewal, proliferation, migration, and tumorigenicity of HCC stem cells in vivo.",POU5F1;NANOG;SOX2,
31757938,PROM1,I Marker,Mr1 restricted mucosal associated invariant t (mait) cell,Cancer cell,Thymus,low-throughput,RT-qPCR;Western blot;Flow-throughput cytometry,"Silencing of long noncoding RNA HOXA11-AS inhibits the Wnt signaling pathway via the upregulation of HOXA11 and thereby inhibits the proliferation, invasion, and self-renewal of hepatocellular carcinoma stem cells",CD133 and CD44 are tumor stem cell surface markers.,POU5F1;NANOG;SOX2,
31757938,CD44,I Marker,Mr1 restricted mucosal associated invariant t (mait) cell,Cancer cell,Thymus,low-throughput,RT-qPCR;Western blot;Flow-throughput cytometry,"Silencing of long noncoding RNA HOXA11-AS inhibits the Wnt signaling pathway via the upregulation of HOXA11 and thereby inhibits the proliferation, invasion, and self-renewal of hepatocellular carcinoma stem cells",CD133 and CD44 are tumor stem cell surface markers.,POU5F1;NANOG;SOX2,
31783783,HAVCR2,I Marker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Immunohistochemistry;Flow-throughput cytometry;qRT-PCR;NTSYS-pc;Immunofluorescent staining,PD1Hi CD8+ T cells correlate with exhausted signature and poor clinical outcome in hepatocellular carcinoma,"PD1Hi CD8+ T cells highly expressed exhaustion-related inhibitory receptors (TIM3, CTLA-4, etc.) and transcription factors (Eomes, BATF, etc.).",EOMES;CTLA4;BATF,CL_0001064
31792411,CD69,I Marker,Leukemia cell,Cancer cell,Blood,low-throughput + high-throughput,scRNA-seq;scATAC-seq;Flow-throughput cytometry;Survival analysis,Single-cell multiomic analysis identifies regulatory  programs in mixed-phenotype acute leukemia,CD69 is a leukemia specific marker gene.,RUNX1,
31800094,DDX58,I Marker,Ovary carcinoma cell,Cancer cell,Ovary,low-throughput,qPCR;Microscopic observation;Immunohistochemistry,High RIG-I expression in ovarian cancer associates with an immune-escape signature and poor clinical outcome,"High RIG-I expression associates with poor outcome in OC, which is explainable by local immunosuppression in the tumor bed.",FOXP3,CL_0001064
31819055,MYCN,I Marker,Neuroblastoma cell,Cancer cell,Nerve,low-throughput + high-throughput,Weston blot;Gene knock down;qRT-PCR;RNA-seq;ChIP-seq;ChIP-qPCR;ChIP-PCR,ASCL1 is a MYCN- and LMO1-dependent member of the adrenergic neuroblastoma core regulatory circuitry,MYCN is a collaborating oncogenic transcription factor of LMO1.,LMO1;ASCL1,
31825998,NKX31,I Marker,T cell,Cancer cell,Bone marrow,low-throughput + high-throughput,RNA seq;PCR;Western blot;RQ-PCR,NKL homeobox gene activities in normal and malignant myeloid cells,Strikingly high expression levels of NKX3-1 were detected in monocytes and of HLX in neutrophils and monocytes,HLX,CL_0000084
31857074,AXIN1,I Marker,Liver carcinoma cell,Cancer cell,Liver,low-throughput + high-throughput,PCR;Weston blot;Sequencing technique,"Oncogenic Mutations in Armadillo Repeats 5 and 6 of ȕ-catenin Reduce Binding to APC, Increasing Signaling and Transcription of Target Genes","K335I and N387K ȕ-catenin bound APC with lower affinity than wild-type ȕ-catenin, but still interacted with scaffold protein AXIN1 and in the nucleus with TCF7L2.",,CL_0001064
31881017,DIRC3,I Marker,Melanocytes cell,Cancer cell,Skin,low-throughput + high-throughput,qRT-PCR;RT-qPCR;Western blot;Gene knock down;ChIP-seq;RNA-seq,The MITF-SOX10 regulated long non-coding RNA DIRC3 is a melanoma tumour suppressor,DIRC3 is a nuclear lncRNA that activates expression of its neighbouring IGFBP5 tumour suppressor through modulating chromatin structure and suppressing SOX10 binding to putative regulatory elements within the DIRC3 locus.,SOX10;MITF,
31888566,KRT14,I Marker,Stem cell,Cancer cell,Breast,low-throughput,Immunohistochemistry;Microscopic observation,"Androgen receptor and FOXA1 coexpression define a luminal-AR subtype of feline mammary carcinomas, spontaneous models of breast cancer",CK14 is a marker expressed in triple negative breast cancer cells,,CL_0000034
31906986,MIR381,I Marker,Lung carcinoma cell,Cancer cell,Lung,low-throughput,RT-PCR;qRT-PCR;qPCR;Western blot;Immunofluorescent staining;Immunohistochemistry;Gene knock down;Microscopic observation,Metformin-repressed miR-381-YAP-snail axis activity disrupts NSCLC growth and metastasis,MIR381 upregulates YAP or its interaction with epithelial-mesenchymal transformation (EMT) labeled protein Snail to enhance tumor growth and metastasis in non-small cell lung cancer (NSCLC),YAP1;SNAI1,CL_0001064
31907278,EIF4E2,I Marker,Glial cell,Cancer cell,Brain,low-throughput + high-throughput,qRT-PCR;Western blot;Immunofluorescent staining;RNA-seq;Gene knock down,DEAD Box Protein Family Member DDX28 Is a Negative Regulator of Hypoxia-Inducible Factor 2- and Eukaryotic Initiation Factor 4E2-Directed Hypoxic Translation,EIF4E2 mediates the regulation of oncogenic mRNA translation,HIF1A,CL_0000125
31907278,DDX28,I Marker,Glial cell,Cancer cell,Brain,low-throughput + high-throughput,qRT-PCR;Western blot;Immunofluorescent staining;RNA-seq;Gene knock down,DEAD Box Protein Family Member DDX28 Is a Negative Regulator of Hypoxia-Inducible Factor 2- and Eukaryotic Initiation Factor 4E2-Directed Hypoxic Translation,"DDX28 is an interactor and negative regulator of HIF-2, inhibiting HIF-2's ability to activate eIF4E2-directed translation",HIF1A,CL_0000125
31929762,IL15,I Marker,T cell,Cancer cell,Immune,low-throughput + high-throughput,PCR;Statistical analyses,Attenuation of Wnt/β-catenin signaling in patients with Stevens-Johnson syndrome and toxic epidermal necrolysis,The involvement of T cell receptor IL-15 leads to down-regulation of LEF-1 and TCF-1 expression in CD8+ T cells.,LEF1;HNF1A,CL_0000084
31965022,EPHA2,I Marker,Liver cell,Cancer cell,Genital,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,"EPHA2,JUN,KLF4,PLXDC2,RND3,SPI1,TIMP3,NR2F1,NR2F2 and testicular germ cell tumors,seminoma (SE) and non-seminoma have relevant ",RND3;TIMP3;KLF4;PLXDC2;JUN;SPI1;NR2F1;NR2F2,
31965022,EPHA2,I Marker,Germ cell,Cancer cell,Genital,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,"EPHA2,JUN,KLF4,PLXDC2,RND3,SPI1,TIMP3,NR2F1,NR2F2 and testicular germ cell tumors,seminoma (SE) and non-seminoma have relevant ",RND3;TIMP3;KLF4;PLXDC2;JUN;SPI1;NR2F1;NR2F2,
31965022,PLXDC2,I Marker,Liver cell,Cancer cell,Genital,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,"EPHA2,JUN,KLF4,PLXDC2,RND3,SPI1,TIMP3,NR2F1,NR2F2 and testicular germ cell tumors,seminoma (SE) and non-seminoma have relevant ",EPHA2;RND3;TIMP3;KLF4;JUN;SPI1;NR2F1;NR2F2,
31965022,PLXDC2,I Marker,Germ cell,Cancer cell,Genital,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,"EPHA2,JUN,KLF4,PLXDC2,RND3,SPI1,TIMP3,NR2F1,NR2F2 and testicular germ cell tumors,seminoma (SE) and non-seminoma have relevant ",EPHA2;RND3;TIMP3;KLF4;JUN;SPI1;NR2F1;NR2F2,
31965022,RND3,I Marker,Liver cell,Cancer cell,Genital,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,"EPHA2,JUN,KLF4,PLXDC2,RND3,SPI1,TIMP3,NR2F1,NR2F2 and testicular germ cell tumors,seminoma (SE) and non-seminoma have relevant ",EPHA2;TIMP3;KLF4;PLXDC2;JUN;SPI1;NR2F1;NR2F2,
31965022,RND3,I Marker,Germ cell,Cancer cell,Genital,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,"EPHA2,JUN,KLF4,PLXDC2,RND3,SPI1,TIMP3,NR2F1,NR2F2 and testicular germ cell tumors,seminoma (SE) and non-seminoma have relevant ",EPHA2;TIMP3;KLF4;PLXDC2;JUN;SPI1;NR2F1;NR2F2,
31965022,TIMP3,I Marker,Liver cell,Cancer cell,Genital,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,"EPHA2,JUN,KLF4,PLXDC2,RND3,SPI1,TIMP3,NR2F1,NR2F2 and testicular germ cell tumors,seminoma (SE) and non-seminoma have relevant ",EPHA2;RND3;KLF4;PLXDC2;JUN;SPI1;NR2F1;NR2F2,
31965022,TIMP3,I Marker,Germ cell,Cancer cell,Genital,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,"EPHA2,JUN,KLF4,PLXDC2,RND3,SPI1,TIMP3,NR2F1,NR2F2 and testicular germ cell tumors,seminoma (SE) and non-seminoma have relevant ",EPHA2;RND3;KLF4;PLXDC2;JUN;SPI1;NR2F1;NR2F2,
31965022,EPHA2,I Marker,Liver cell,Cancer cell,Testis,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,EPHA2 is a marker expressed in Testis.,KLF4;JUN;SPI1;NR2F1;NR2F2,
31965022,EPHA2,I Marker,Germ cell,Cancer cell,Testis,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,EPHA2 is a marker expressed in Testis.,KLF4;JUN;SPI1;NR2F1;NR2F2,
31965022,PLXDC2,I Marker,Liver cell,Cancer cell,Testis,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,PLXDC2 is a marker expressed in Testis.,KLF4;JUN;SPI1;NR2F1;NR2F2,
31965022,PLXDC2,I Marker,Germ cell,Cancer cell,Testis,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,PLXDC2 is a marker expressed in Testis.,KLF4;JUN;SPI1;NR2F1;NR2F2,
31965022,RND3,I Marker,Liver cell,Cancer cell,Testis,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,RND3 is a marker expressed in Testis.,KLF4;JUN;SPI1;NR2F1;NR2F2,
31965022,RND3,I Marker,Germ cell,Cancer cell,Testis,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,RND3 is a marker expressed in Testis.,KLF4;JUN;SPI1;NR2F1;NR2F2,
31965022,TIMP3,I Marker,Liver cell,Cancer cell,Testis,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,TIMP3 is a marker expressed in Testis.,KLF4;JUN;SPI1;NR2F1;NR2F2,
31965022,TIMP3,I Marker,Germ cell,Cancer cell,Testis,high-throughput,Regulatory interactions;Sequencing technique,MicroRNA and transcription factor co-regulatory networks and subtype classification of seminoma and non-seminoma in testicular germ cell tumors,TIMP3 is a marker expressed in Testis.,KLF4;JUN;SPI1;NR2F1;NR2F2,
31992226,FAT1,I Marker,glioma cell,Cancer cell,Brain,low-throughput + high-throughput,Gene knock down;qPCR;Western blot;RNA-seq;DNA-seq,NFкB is a critical transcriptional regulator of atypical cadherin FAT1 in glioma,"FAT1, a transmembrane protein, is a non-classical proto-cadherin that has a role in developmental processes as well as an oncogenic role in many human cancers like glioma.",RELA,
32061921,TIMP3,I Marker,Cancer stem cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"Genes involved in cancer and stem cell processes induced by ARID3A/B include: TWIST, MYCN, MMP2, GLI2, TIMP3, and WNT5B.",TWIST1,
32061921,TIMP3,I Marker,Ovarian carcinoma cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"Genes involved in cancer and stem cell processes induced by ARID3A/B include: TWIST, MYCN, MMP2, GLI2, TIMP3, and WNT5B.",TWIST1,CL_0001064
32061921,WNT5B,I Marker,Cancer stem cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"Genes involved in cancer and stem cell processes induced by ARID3A/B include: TWIST, MYCN, MMP2, GLI2, TIMP3, and WNT5B.",TWIST1,
32061921,WNT5B,I Marker,Ovarian carcinoma cell,Cancer cell,Ovarian,low-throughput + high-throughput,RNA-seq;Western blot;Flow-throughput cytometry;qPCR;RT-qPCR,ARID3A and ARID3B induce stem promoting pathways in ovarian cancer cells,"Genes involved in cancer and stem cell processes induced by ARID3A/B include: TWIST, MYCN, MMP2, GLI2, TIMP3, and WNT5B.",TWIST1,CL_0001064
32076467,LINC00284,I Marker,Ovarian carcinoma cell,Cancer cell,Ovarian,low-throughput + high-throughput,Survival Analysis;qRT-PCR,Construction and Investigation of an LINC00284-Associated Regulatory Network in Serous Ovarian Carcinoma,"The LINC00284-related ceRNA network may provide valuable information on the mechanisms of SOC initiation and progression. Importantly, LINC00284 proved to be a new potential prognostic biomarker for SOC.",,CL_0001064
32111740,KMT5A,I Marker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Immunofluorescent staining;Weston blot,"The microtubule-associated histone methyltransferase SET8, facilitated by transcription  factor LSF, methylates α-tubulin","N-lysine methyltransferase 5A (KMT5A or SET8/PR-Set7), which methylates lysine 20 in histone H4 (H4K20), bound α-tubulin and methylated it at a specific lysine residue, Lys-311. ",TFCP2,CL_0001064
32195335,CD44,I Marker,Hybridoma cell,Cancer cell,Lung,low-throughput + high-throughput,Weston blot;ChIP-seq;Immunofluorescent staining;Gene knock down;CHIP-qPCR;Flow-throughput cytometry,"An array of 60,000 antibodies for proteome-scale  antibody generation and target discovery",An antibody targeting CD44V9 was identified as a candidate for building an antibody-drug conjugate (ADC) for lung squamous cell carcinoma (LUSCC) in vitro and in vivo,NFIC;SATB1,
32332747,RB1,I Marker,Cervix carcinoma cell,Cancer cell,Uterus,low-throughput + high-throughput,Weston blot;Flow-throughput cytometry;Bioinformatic prediction,A masked initiation region in retinoblastoma protein regulates its proteasomal degradations,Retinoblastoma protein (Rb) is a tumor suppressor that binds and represses E2F transcription factors.,,
32341035,EYA2,I Marker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,RNA-seq;Survival analysis;Immunohistochemistry;Weston blot;Microscopic observation,A SIX1/EYA2 small molecule inhibitor disrupts EMT and metastasis,SIX1/EYA2 complex and associated phenotypes is sufficient to suppress breast cancer metastasis.,SIX1,CL_0000034
