PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
30907299,SLC7A11,TF Pmarker,Stem cell,Cancer cell,Skin,low-throughput,ChIP-qPCR;Western blot;RT-PCR,Regulation of H2A ubiquitination and SLC7A11 expression by BAP1 and PRC1,"SLC7A11 (or xCT) imports extracellular cystine into cells to promote glutathione synthesis, thus inhibiting ferroptosis.",BAP1,CL_0000034
30907299,BAP1,TF Pmarker,Stem cell,Cancer cell,Skin,low-throughput,ChIP-qPCR;Western blot;RT-PCR,Regulation of H2A ubiquitination and SLC7A11 expression by BAP1 and PRC1,"tumor suppressor BAP1, a H2A deubiquitinase, represses SLC7A11 expression by reducing H2A ubiquitination (H2Aub) on the SLC7A11 promoter.",SLC7A11,CL_0000034
30927552,PML,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,Western blot;Immunofluorescent staining;Flow-throughput cytometry;qRT-PCR;Microscopic observation;RNA-seq,Promyelocytic leukemia protein (PML) controls breast cancer cell proliferation by modulating Forkhead transcription factors,The multitasking promyelocytic leukemia (PML) protein was originally rec-ognized as a tumor-suppressive factor,FOXM1,CL_0000034
30927552,FOXM1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,Western blot;Immunofluorescent staining;Flow-throughput cytometry;qRT-PCR;Microscopic observation;RNA-seq,Promyelocytic leukemia protein (PML) controls breast cancer cell proliferation by modulating Forkhead transcription factors,"PML suppresses the Forkhead box subclass M1 (FOXM1) transcription factor at both the RNA and protein levels, along with many of its gene targets.",PML,CL_0000034
30981107,CDH2,TF Pmarker,Hepatocellular carcinoma cell,Cancer cell,Liver,low-throughput,qRT-PCR;Western blot;Microscopic observation,Increased expression of SLC46A3 to oppose the progression of hepatocellular carcinoma and its effect on sorafenib therapy,CDH2 and VIM are transcription factors that affect the expression of SLC46A3 in HCC cells,SLC46A3,
30981107,VIM,TF Pmarker,Hepatocellular carcinoma cell,Cancer cell,Liver,low-throughput,qRT-PCR;Western blot;Microscopic observation,Increased expression of SLC46A3 to oppose the progression of hepatocellular carcinoma and its effect on sorafenib therapy,CDH2 and VIM are transcription factors that affect the expression of SLC46A3 in HCC cells,SLC46A3,
30985693,ELK4,TF Pmarker,Colorectal cancer cell,Cancer cell,Colon,low-throughput + high-throughput,qPCR;Sequencing technique,MicroRNA-related transcription factor regulatory networks in human colorectal cancer,"ELK4, MYBL1, MYBL2, CEBPA, PPARA, PPARD, PPARG, EPAS1 combined with PI3K-Akt signaling pathway coregulates the progression of colorectal cancer",,
30985693,MYBL1,TF Pmarker,Colorectal cancer cell,Cancer cell,Colon,low-throughput + high-throughput,qPCR;Sequencing technique,MicroRNA-related transcription factor regulatory networks in human colorectal cancer,"ELK4, MYBL1, MYBL2, CEBPA, PPARA, PPARD, PPARG, EPAS1 combined with PI3K-Akt signaling pathway coregulates the progression of colorectal cancer",,
30985693,MYBL2,TF Pmarker,Colorectal cancer cell,Cancer cell,Colon,low-throughput + high-throughput,qPCR;Sequencing technique,MicroRNA-related transcription factor regulatory networks in human colorectal cancer,"ELK4, MYBL1, MYBL2, CEBPA, PPARA, PPARD, PPARG, EPAS1 combined with PI3K-Akt signaling pathway coregulates the progression of colorectal cancer",,
30985693,CEBPA,TF Pmarker,Colorectal cancer cell,Cancer cell,Colon,low-throughput + high-throughput,qPCR;Sequencing technique,MicroRNA-related transcription factor regulatory networks in human colorectal cancer,"ELK4, MYBL1, MYBL2, CEBPA, PPARA, PPARD, PPARG, EPAS1 combined with PI3K-Akt signaling pathway coregulates the progression of colorectal cancer",,
30985693,PPARA,TF Pmarker,Colorectal cancer cell,Cancer cell,Colon,low-throughput + high-throughput,qPCR;Sequencing technique,MicroRNA-related transcription factor regulatory networks in human colorectal cancer,"ELK4, MYBL1, MYBL2, CEBPA, PPARA, PPARD, PPARG, EPAS1 combined with PI3K-Akt signaling pathway coregulates the progression of colorectal cancer",,
30985693,PPARG,TF Pmarker,Colorectal cancer cell,Cancer cell,Colon,low-throughput + high-throughput,qPCR;Sequencing technique,MicroRNA-related transcription factor regulatory networks in human colorectal cancer,"ELK4, MYBL1, MYBL2, CEBPA, PPARA, PPARD, PPARG, EPAS1 combined with PI3K-Akt signaling pathway coregulates the progression of colorectal cancer",,
30985693,PPARD,TF Pmarker,Colorectal cancer cell,Cancer cell,Colon,low-throughput + high-throughput,qPCR;Sequencing technique,MicroRNA-related transcription factor regulatory networks in human colorectal cancer,"ELK4, MYBL1, MYBL2, CEBPA, PPARA, PPARD, PPARG, EPAS1 combined with PI3K-Akt signaling pathway coregulates the progression of colorectal cancer",,
30985693,EPAS1,TF Pmarker,Colorectal cancer cell,Cancer cell,Colon,low-throughput + high-throughput,qPCR;Sequencing technique,MicroRNA-related transcription factor regulatory networks in human colorectal cancer,"ELK4, MYBL1, MYBL2, CEBPA, PPARA, PPARD, PPARG, EPAS1 combined with PI3K-Akt signaling pathway coregulates the progression of colorectal cancer",,
30997981,STAT3,TF Pmarker,T cell,Cancer cell,Bone marrow,high-throughput,Network analysis ,The impact of JAK/STAT inhibitor ruxolitinib on the genesis of lymphoproliferative disease,STAT3 governs the differentiation of naive T cells into the regulatory and inflammatory T-cell lineages.,,CL_0000084
30998970,LPAR1,TF Pmarker,Stem cell,Cancer cell,Oral cavity,low-throughput + high-throughput,qRT-PCR;ChIP;Weston blot,Lysophosphatidic acid induces integrinβ6 expression in human oralsquamous cell carcinomas cells via LPAR1 coupling to Gαiand downstream SMAD3 and ETS-1 activation,LPAR1 mediate LPA-induced ITGB6 transcription via activation of SMAD3 and ETS-1,ETS1;ITGB6;SMAD3,CL_0000034
30998970,ITGB6,TF Pmarker,Stem cell,Cancer cell,Oral cavity,low-throughput + high-throughput,qRT-PCR;ChIP;Weston blot,Lysophosphatidic acid induces integrinβ6 expression in human oralsquamous cell carcinomas cells via LPAR1 coupling to Gαiand downstream SMAD3 and ETS-1 activation,Identification of cis-acting elements in the human ITGB6 promoter responsible for LPA-induced ITGB6 transcription,ETS1;LPAR1;SMAD3,CL_0000034
30998970,SMAD3,TF Pmarker,Stem cell,Cancer cell,Oral cavity,low-throughput + high-throughput,qRT-PCR;ChIP;Weston blot,Lysophosphatidic acid induces integrinβ6 expression in human oralsquamous cell carcinomas cells via LPAR1 coupling to Gαiand downstream SMAD3 and ETS-1 activation,Transcription factorsSMAD3 and ETS-1 are involved in the induction of human ITGB6mRNA expression by LPA in OSCC cells.,LPAR1;ITGB6,CL_0000034
30998970,ETS1,TF Pmarker,Stem cell,Cancer cell,Oral cavity,low-throughput + high-throughput,qRT-PCR;ChIP;Weston blot,Lysophosphatidic acid induces integrinβ6 expression in human oralsquamous cell carcinomas cells via LPAR1 coupling to Gαiand downstream SMAD3 and ETS-1 activation,Transcription factorsSMAD3 and ETS-1 are involved in the induction of human ITGB6mRNA expression by LPA in OSCC cells.,LPAR1;ITGB6,CL_0000034
31010847,IGF1R,TF Pmarker,T cell,Cancer cell,Lymph,low-throughput + high-throughput,RNA-seq;RT-qPCR;Weston blot,IGF1R as druggable target mediating PI3K-δ inhibitor resistance in a murine model of chronic lymphocytic leukemia,IGF1R and FOXO1 are transcription factors in Lymphocytic.,FOXO1,CL_0000084
31010847,FOXO1,TF Pmarker,T cell,Cancer cell,Lymph,low-throughput + high-throughput,RNA-seq;RT-qPCR;Weston blot,IGF1R as druggable target mediating PI3K-δ inhibitor resistance in a murine model of chronic lymphocytic leukemia,IGF1R and FOXO1 are transcription factors in Lymphocytic.,IGF1R,CL_0000084
31018969,SPI1,TF Pmarker,Lymphoid cell,Cancer cell,Bone marrow,low-throughput + high-throughput,Western blot;RNA-seq;qPCR;Flow cytometry;qRT-PCR;DNA-seq,A Recurrent Activating Missense Mutation in Waldenström Macroglobulinemia Affects the DNA Binding of the ETS Transcription Factor SPI1 and Enhances Proliferation,"SPI1 is an ETS family member that plays a crucial role in hematopoiesis (5–7), including at different steps of B-cell development, coordinating the proliferation and differentiation of B-lymphoid progenitors, but also acting as a repressor of terminal B-cell differentiation ",TET2,CL_0000542
31018969,SPI1,TF Pmarker,Lymphoid cell,Cancer cell,Bone marrow,low-throughput + high-throughput,Western blot;RNA-seq;qPCR;Flow cytometry;qRT-PCR;DNA-seq,A Recurrent Activating Missense Mutation in Waldenström Macroglobulinemia Affects the DNA Binding of the ETS Transcription Factor SPI1 and Enhances Proliferation,"SPI1 is an ETS family member that plays a crucial role in hematopoiesis (5–7), including at different steps of B-cell development, coordinating the proliferation and differentiation of B-lymphoid progenitors, but also acting as a repressor of terminal B-cell differentiation ",TET2,CL_0001065
31171724,FUS,TF Pmarker,Liposarcoma cell,Cancer cell,Bone,low-throughput + high-throughput,Western blot;Immunofluorescent staining;DNA-seq,Engineered protein disaggregases mitigate toxicity of aberrant prion-like fusion proteins underlying sarcoma,Abnormal fusion of the transcription factors FUS and EWSR1 with transcription factors CHOP and FLI results in abnormal transcription in liposarcoma and Ewing's sarcoma,EWSR1,
31171724,FLII,TF Pmarker,Liposarcoma cell,Cancer cell,Bone,low-throughput + high-throughput,Western blot;Immunofluorescent staining;DNA-seq,Engineered protein disaggregases mitigate toxicity of aberrant prion-like fusion proteins underlying sarcoma,Abnormal fusion of the transcription factors FUS and EWSR1 with transcription factors CHOP and FLI results in abnormal transcription in liposarcoma and Ewing's sarcoma,DDIT3,
31171817,MYC,TF Pmarker,T cell,Cancer cell,Lymph,low-throughput,Western blot;Microscopic observation,Targeting translation initiation by synthetic rocaglates for treating MYC-driven lymphomas,MYC and BCL2 are transcription factors that regulate lymphoma cells.,BCL2,CL_0000084
31171904,SNAI2,TF Pmarker,Melanocytes cell,Cancer cell,Skin,low-throughput,PCR;Flow-throughput cytometry;Western blot;qPCR,Protein 4.1B Suppresses Tumor Metastasis by Regulating Epithelial–mesenchymal Transition Progression in Melanoma Cells,"Important EMT-related transcription factors in melanoma cells include (SLUG, SNAIL and TWIST)",TWIST1;SNAI1,
31171904,TWIST1,TF Pmarker,Melanocytes cell,Cancer cell,Skin,low-throughput,PCR;Flow-throughput cytometry;Western blot;qPCR,Protein 4.1B Suppresses Tumor Metastasis by Regulating Epithelial–mesenchymal Transition Progression in Melanoma Cells,"Important EMT-related transcription factors in melanoma cells include (SLUG, SNAIL and TWIST)",SNAI1;SNAI2,
31171904,SNAI1,TF Pmarker,Melanocytes cell,Cancer cell,Skin,low-throughput,PCR;Flow-throughput cytometry;Western blot;qPCR,Protein 4.1B Suppresses Tumor Metastasis by Regulating Epithelial–mesenchymal Transition Progression in Melanoma Cells,"Important EMT-related transcription factors in melanoma cells include (SLUG, SNAIL and TWIST)",TWIST1;SNAI2,
31175180,TWIST1,TF Pmarker,Ovarian carcinoma cell,Cancer cell,Ovarian,low-throughput,Western blot;Immunofluorescent staining;qPCR,Inhibition of Heat Shock Protein 90 suppresses TWIST1 Transcription,Activator 3 (STAT3) is a transcription factor that regulates cancer cells.,TWIST1,CL_0001064
31201268,AGT,TF Pmarker,Renal cell,Cancer cell,Kidney,low-throughput + high-throughput,Western blot;PCR;ChIP assay,A polymorphism in intron I of the human angiotensinogen gene ( hAGT) affects binding by HNF3 and hAGT expression and increases blood pressure in mice,"Angiotensinogen (AGT) is the precursor of one of the most potent vasoconstrictors, peptide angiotensin II.",,
31212628,ASCL1,TF Pmarker,Stem cell,Cancer cell,Nerve,low-throughput + high-throughput,Immunofluorescent staining;Weston blot;Histological Staining;Immunohistochemistry;Single-cell RNA-seq ,Inhibition of Glioma Development by ASCL1-Mediated Direct Neuronal Reprogramming,"Human glioma cells canbe directly, rapidly and efficiently reprogrammed into terminally differentiated neuron-like cells bythe single transcription factor ASCL1 (Achaete-scute complex-like 1, also known as MASH1).",POU3F2;NEUROG2;MYT1L;SOX11,CL_0000034
31220580,HIF1A,TF Pmarker,Uterus carcinoma cell,Cancer cell,Uterus,low-throughput,Immunohistochemistry;Microscopic observation,SLUG/HIF1-α/miR-221 regulatory circuit in endometrial cancer,"A molecular circuit of mutual regulation between ERα, PR, HIF1-α, SLUG and miR-221 is feasible in the EC and was firstly suggested by our research.",SNAI2,CL_0001064
31220580,SNAI2,TF Pmarker,Uterus carcinoma cell,Cancer cell,Uterus,low-throughput,Immunohistochemistry;Microscopic observation,SLUG/HIF1-α/miR-221 regulatory circuit in endometrial cancer,"A molecular circuit of mutual regulation between ERα, PR, HIF1-α, SLUG and miR-221 is feasible in the EC and was firstly suggested by our research.",MIR221;HIF1A,CL_0001064
31220580,MIR221,TF Pmarker,Uterus carcinoma cell,Cancer cell,Uterus,low-throughput,Immunohistochemistry;Microscopic observation,SLUG/HIF1-α/miR-221 regulatory circuit in endometrial cancer,In this interplay MIR221 seems to be in a nodal point of the regulatory system that is particularly strengthened by the metabolic changes in obesity.,SNAI2,CL_0001064
31221124,CD274,TF Pmarker,Colon carcinoma cell,Cancer cell,Colon,high-throughput,Survival analysis;Sequencing technique,Analysis of the transcriptomic features of microsatellite instability subtype colon cancer,"In the MSI subtype colon cancer patients, PD-L1, IFN-γ and IFN-γ associated genes are highly expressed.",,CL_0001064
31234887,TCF3,TF Pmarker,Colorectal cancer cell,Cancer cell,Colon,low-throughput,Immunohistochemistry;Weston blot;mRNA microarray;Immunofluorescent staining,E2A attenuates tumor-initiating capacity ofcolorectal cancer cells via the Wnt/beta-catenin pathway,"Transcription factors E12, E47, and E2A regulate colorectal cancer progression and epithelial-mesenchymal transformation",ELSPBP1;FOXM1;TCF3,
31234887,ELSPBP1,TF Pmarker,Colorectal cancer cell,Cancer cell,Colon,low-throughput,Immunohistochemistry;Weston blot;mRNA microarray;Immunofluorescent staining,E2A attenuates tumor-initiating capacity ofcolorectal cancer cells via the Wnt/beta-catenin pathway,"Transcription factors E12, E47, and E2A regulate colorectal cancer progression and epithelial-mesenchymal transformation",TCF3,
31234887,TCF3,TF Pmarker,Colorectal cancer cell,Cancer cell,Colon,low-throughput,Immunohistochemistry;Weston blot;mRNA microarray;Immunofluorescent staining,E2A attenuates tumor-initiating capacity ofcolorectal cancer cells via the Wnt/beta-catenin pathway,"Transcription factors E12, E47, and E2A regulate colorectal cancer progression and epithelial-mesenchymal transformation",ELSPBP1;TCF3,
