PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
30668360,ATR,T Marker,Lung carcinoma cell,Cancer cell,Lung,low-throughput,qPCR;RT-PCR;qRT-PCR;Western blot;Flow-throughput cytometry;Immunofluorescent staining;Immunohistochemistry;Microscopic observation,"Phytochemical Naphtho[1,2-b] furan-4,5-dione Induced Topoisomerase II-mediated DNA Damage Response in Human Non-small-Cell Lung Cancer","ATM, ATR, CHK1 and CHK2 are markers of apoptosis in non-small cell lung cancer cells",,CL_0001064
30668360,CHEK1,T Marker,Lung carcinoma cell,Cancer cell,Lung,low-throughput,qPCR;RT-PCR;qRT-PCR;Western blot;Flow-throughput cytometry;Immunofluorescent staining;Immunohistochemistry;Microscopic observation,"Phytochemical Naphtho[1,2-b] furan-4,5-dione Induced Topoisomerase II-mediated DNA Damage Response in Human Non-small-Cell Lung Cancer","ATM, ATR, CHK1 and CHK2 are markers of apoptosis in non-small cell lung cancer cells",,CL_0001064
30668360,CHEK2,T Marker,Lung carcinoma cell,Cancer cell,Lung,low-throughput,qPCR;RT-PCR;qRT-PCR;Western blot;Flow-throughput cytometry;Immunofluorescent staining;Immunohistochemistry;Microscopic observation,"Phytochemical Naphtho[1,2-b] furan-4,5-dione Induced Topoisomerase II-mediated DNA Damage Response in Human Non-small-Cell Lung Cancer","ATM, ATR, CHK1 and CHK2 are markers of apoptosis in non-small cell lung cancer cells",,CL_0001064
30684532,CDK4,T Marker,Cancer stem cell,Cancer cell,Breast,low-throughput,Flow cytometry;Weston blot;RT-PCR,Bisphenol S promotes the cell cycle progression and cell proliferationthrough ERα-cyclin D-CDK4/6-pRb pathway in MCF-7 breast cancer cells,"Overall, our result showed, for the first time, that BPS promoted cell cycle progression and cell proliferation through the ERα-cyclin D-CDK4/6-pRb pathway in MCF-7 breast cancer cells. This study provides a novel insight regarding the potential role of cyclin D-CDK4/6-pRb pathway in mediating the proliferative effects of BPS in breast cancer cells.",ERAL1,
30684532,CDK4,T Marker,Breast cancer cell,Cancer cell,Breast,low-throughput,Flow cytometry;Weston blot;RT-PCR,Bisphenol S promotes the cell cycle progression and cell proliferationthrough ERα-cyclin D-CDK4/6-pRb pathway in MCF-7 breast cancer cells,"Overall, our result showed, for the first time, that BPS promoted cell cycle progression and cell proliferation through the ERα-cyclin D-CDK4/6-pRb pathway in MCF-7 breast cancer cells. This study provides a novel insight regarding the potential role of cyclin D-CDK4/6-pRb pathway in mediating the proliferative effects of BPS in breast cancer cells.",ERAL1,
30684532,CDK6,T Marker,Cancer stem cell,Cancer cell,Breast,low-throughput,Flow cytometry;Weston blot;RT-PCR,Bisphenol S promotes the cell cycle progression and cell proliferationthrough ERα-cyclin D-CDK4/6-pRb pathway in MCF-7 breast cancer cells,"Overall, our result showed, for the first time, that BPS promoted cell cycle progression and cell proliferation through the ERα-cyclin D-CDK4/6-pRb pathway in MCF-7 breast cancer cells. This study provides a novel insight regarding the potential role of cyclin D-CDK4/6-pRb pathway in mediating the proliferative effects of BPS in breast cancer cells.",ERAL1,
30684532,CDK6,T Marker,Breast cancer cell,Cancer cell,Breast,low-throughput,Flow cytometry;Weston blot;RT-PCR,Bisphenol S promotes the cell cycle progression and cell proliferationthrough ERα-cyclin D-CDK4/6-pRb pathway in MCF-7 breast cancer cells,"Overall, our result showed, for the first time, that BPS promoted cell cycle progression and cell proliferation through the ERα-cyclin D-CDK4/6-pRb pathway in MCF-7 breast cancer cells. This study provides a novel insight regarding the potential role of cyclin D-CDK4/6-pRb pathway in mediating the proliferative effects of BPS in breast cancer cells.",ERAL1,
30709927,TIGIT,T Marker,T cell,Cancer cell,Lymph,low-throughput + high-throughput,Immunofluorescence staining;Flow cytometry;siRNA transfection;ChIP,Eomes+T-betlow CD8+ T Cells Are Functionally Impaired and Are Associated with Poor Clinical Outcome in Patients with Acute Myeloid Leukemia (AML),EOMES bound the promoter of T cell immunoglobulin and ITIM domain (TIGIT) and positively regulated the expression of this inhibitory receptor on patient-derived T cells.,CD8A,CL_0000084
30709927,CD8A,T Marker,T cell,Cancer cell,Lymph,low-throughput + high-throughput,Immunofluorescence staining;Flow cytometry;siRNA transfection;ChIP,Eomes+T-betlow CD8+ T Cells Are Functionally Impaired and Are Associated with Poor Clinical Outcome in Patients with Acute Myeloid Leukemia (AML),Eomesodermin (EOMES) and T-bet are both T-box transcription factors that regulate CD8+ T cell responses in a context-specific manner.,TIGIT;EOMES;TBX21;PDCD1,CL_0000084
30720232,APC,T Marker,Stem cell,Cancer cell,Breast,low-throughput,PCR;Western blot; Microscopic observation,Sohlh2 inhibits breast cancer cell proliferation by suppressing Wnt/β-catenin signaling pathway,"APC was the direct target of sohlh2, and mediated the inhibitory activities of sohlh2 on Wnt/β-catenin signaling pathway.",SOHLH2,CL_0000034
30723127,APOBEC3B,T Marker,Breast carcinoma cell,Cancer cell,Breast,low-throughput,Western blot;Immunofluorescent staining;RT-qPCR,Polyomavirus T Antigen Induces APOBEC3B Expression Using an LXCXE-Dependent and TP53-Independent Mechanism,APOBEC3B is a single-stranded DNA cytosine deaminase with beneficial innate antiviral functions and misregulated APOBEC3B can also be detrimental by inflicting APOBEC signature C-to-T and C-to-G mutations in genomic DNA of multiple cancer types.,TP53,CL_0001064
30723142,SMARCA1,T Marker,sarcomas cell,Cancer cell,Bone,low-throughput + high-throughput,Western blot;PCR;Immunohistochemistry;Sequencing technique;Bioinformatic prediction,Trabectedin Inhibits EWS-FLI1 and Evicts SWI/SNF from Chromatin in a Schedule-dependent Manner,The removal of SWI/SNF chromatin remodeling complex from chromatin resulted in a significant increase in the EWS-FLI1 target genes H3K27me3 and H3K9me3,SMARCA1,
30780087,CDH2,T Marker,Epithelial cell,Cancer cell,Epithelium,low-throughput,Western blot,"Synthesis, structure-activity relationship studies and biological characterization of new [1,2,4]triazolo[1,5-a]pyrimidine-based LSD1/KDM5A inhibitors","C26 increased expression levels of epithelial cell markers E-Cadherin and Claudin-4, down-regulated mesenchymal cell marker N-Cadherin and the upstream transcription factors Snail and Slug.",KDM1A,CL_0000066
30783905,PIAS2,T Marker,Hela cell,Cancer cell,Prostate,low-throughput,qPCR;Western blot;Immunoprecipitation,p38 MAPK pathway-dependent SUMOylation of Elk-1and phosphorylation of PIAS2 correlate with the downregulation of Elk-3 activity in heat-stressed HeLa cells,"in heat-stressed HeLa cells, p38 MAPK pathway-dependent SUMOylation of Elk-1 and phosphorylation of PIAS2 correlate with the downregulation of transactivation by Elk-3.",ELK1,
30783905,PIAS2,T Marker,Hela cell,Cancer cell,Prostate,low-throughput,qPCR;Western blot;Immunoprecipitation,p38 MAPK pathway-dependent SUMOylation of Elk-1 and phosphorylation of PIAS2 correlate with the downregulation of Elk-1 activity in heat-stressed HeLa cells,"in heat-stressed HeLa cells, p38 MAPK pathway-dependent SUMOylation of ELK1 and phosphorylation of PIAS2 correlate with the downregulation of transactivation by ELK-1.",ELK1,
30800128,PRMT5,T Marker,T cell,Cancer cell,Breast,low-throughput + high-throughput,Western blot;Flow cytometry;mRNA-Seq;Western blot;Microscopic observation;NTSYS-pc,PRMT5 Associates With the FOXP3 Homomer and When Disabled Enhances Targeted p185erbB3/neu Tumor Immunotherapy,the arginine methyl transferase protein PRMT5can complex with FOXP3 transcription factors in Tregs.,FOXP3,CL_0000084
30800128,PRMT5,T Marker,T cell,Cancer cell,Breast,low-throughput + high-throughput,Western blot;Flow cytometry;mRNA-Seq;Western blot;Microscopic observation;NTSYS-pc,PRMT5 Associates With the FOXP3 Homomer and When Disabled Enhances Targeted p185erbB3/neu Tumor Immunotherapy,"PRMT5 protein can bind to transcription factor FOXP3 and be expressed in T cells, which can improve the anti-tumor properties of the body",FOXP3,CL_0000084
30810286,CDH2,T Marker,Lung carcinoma cell,Cancer cell,Lung,low-throughput,Western blot;Immunofluorescent staining;Microscopic observation;Gene knock down,ING5 inhibits lung cancer invasion and epithelial– mesenchymal transition by inhibiting the WNT/β-catenin pathway,CDH2 is a marker expressed in lung cancer cells,ING5,CL_0001064
30815959,ADAM23,T Marker,Breast cell,Cancer cell,Breast,low-throughput + high-throughput,Immunohistochemistry;Sequencing technique,A disintegrin and metalloprotease 23 hypermethylation predicts decreased disease-free survival in low-risk breast cancer patients,ADAM23 is likely involved in BC progression and dissemination of mesenchymal CTC. ADAM23 methylation has the potential to function as a novel prognostic marker and therapeutic target.,ZEB1;TWIST1;SNAI2;SNAI1,
30818757,ALDH1A1,T Marker,Uterus carcinoma cell,Cancer cell,Uterus,low-throughput,Western blot;Flow cytometry;Immunofluorescent staining,Phenethyl Isothiocyanate Exposure Promotes Oxidative Stress and Suppresses Sp1 Transcriptionctor in Cancer Stem Cells,"Aldehyde dehydrogenase 1 (ALDH1) is a cytosolic marker of cancer stem cells (CSCs),which are a sub-population within heterogeneous tumor cells.",SP1,CL_0001064
30824187,HNRNPC,T Marker,Esophagus carcinoma cell,Cancer cell,Esophagus,low-throughput + high-throughput,qRT-PCR;Western blot;Immunofluorescent staining;Microscopic observation;Bioinformatic prediction,LBX2-AS1 is activated by ZEB1 and promotes the development of esophageal squamous cell carcinoma by interacting with HNRNPC to enhance the stability of ZEB1 and ZEB2 mRNAs,"RNA binding protein heterogeneous nuclear ribonucleoprotein C (HNRNPC) could interact with LBX2-AS1, ZEB1 and ZEB2, simultaneously.",ZEB2;ZEB1,CL_0001064
30834740,FGFR3,T Marker,Cervix carcinoma cell,Cancer cell,Uterus,low-throughput,RT-PCR;Immunohistochemistry;RT-PCR;Microscopic observation;Immunofluorescent staining,Thalidomide and Its Analogs Differentially Target Fibroblast Growth Factor Receptors: Thalidomide Suppresses FGFR Gene Expression while Pomalidomide Dampens FGFR2 Activity,"This study suggests that FGFRs could be potential targets of thalidomide and the two analogs, and also endorses the link between the teratogenicity and antitumor activities of the drugs",E2F1,
30834740,FGFR1,T Marker,Cervix carcinoma cell,Cancer cell,Uterus,low-throughput,RT-PCR;Immunohistochemistry;RT-PCR;Microscopic observation;Immunofluorescent staining,Thalidomide and Its Analogs Differentially Target Fibroblast Growth Factor Receptors: Thalidomide Suppresses FGFR Gene Expression while Pomalidomide Dampens FGFR2 Activity,Fibroblastgrowth factor receptors (FGFRs) are implicated in embryo develop-ment and cancer pathophysiology.,E2F1,
30834740,FGFR2,T Marker,Cervix carcinoma cell,Cancer cell,Uterus,low-throughput,RT-PCR;Immunohistochemistry;RT-PCR;Microscopic observation;Immunofluorescent staining,Thalidomide and Its Analogs Differentially Target Fibroblast Growth Factor Receptors: Thalidomide Suppresses FGFR Gene Expression while Pomalidomide Dampens FGFR2 Activity,"This study suggests that FGFRs could be potential targets of thalidomide and the two analogs, and also endorses the link between the teratogenicity and antitumor activities of the drugs",E2F1,
30841886,AKT1,T Marker,B cell,Cancer cell,Lymph,low-throughput + high-throughput,Western blot;Microscopic observation;Sequencing technique,Combined Casein Kinase II inhibition and epigenetic modulation in acute B-lymphoblastic leukemia,The tumor suppressor protein phosphatase and tensin homolog (PTEN) is a key regulator of the PI3K/AKT pathway which is frequently altered in a variety of tumors including a subset of acute B-lymphoblasticleukemias (B-ALL).,PTEN,CL_0000236
30841886,PTEN,T Marker,B cell,Cancer cell,Lymph,low-throughput + high-throughput,Western blot;Microscopic observation;Sequencing technique,Combined Casein Kinase II inhibition and epigenetic modulation in acute B-lymphoblastic leukemia,The tumor suppressor protein phosphatase and tensin homolog (PTEN) is a key regulator of the PI3K/AKT pathway which is frequently altered in a variety of tumors including a subset of acute B-lymphoblasticleukemias (B-ALL).,,CL_0000236
30842627,TGFB1,T Marker,Lung carcinoma cell,Cancer cell,Lung,low-throughput,Gene knock down;Western blot;Immunofluorescent staining,Programming of macrophages by UV-irradiated apoptotic cancer cells inhibits cancer progression and lung metastasis,"We demonstrated that conditioned medium (CM) frommacrophages exposed to apoptotic cancer cells inhibits the TGFβ1-induced epithelial mesenchymal transition (EMT), migration,and invasion of cancer cells.",SNAI1;ZEB1;PTEN,CL_0001064
30854665,CD274,T Marker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Microscopic observation;Western blot;Immunofluorescent staining,Endoplasmic Reticulum Stress Causes Liver Cancer Cells to Release Exosomal miR-23a-3p and Up-regulate Programmed Death Ligand 1 Expression in Macrophages,"ERstressed HCC cells release exosomes to up-regulate PD-L1 expression in macrophages, which subsequently inhibits T-cell function through an exosome miR-23a PTEN AKT pathway.",,CL_0001064
30854665,CD274,T Marker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Microscopic observation;Western blot;Immunofluorescent staining,Endoplasmic Reticulum Stress Causes Liver Cancer Cells to Release Exosomal miR-23a-3p and Up-regulate Programmed Death Ligand 1 Expression in Macrophages,"ERstressed HCC cells release exosomes to up-regulate PD-L1 expression in macrophages, which subsequently inhibits T-cell function through an exosome miR-23a PTEN AKT pathway.",PTEN;AKT1,CL_0001064
30885238,MKI67,T Marker,Ovarian carcinoma cell,Cancer cell,Ovarian,low-throughput,Microscopic observation;Immunohistochemistry,Expression of zinc finger transcription factors (ZNF143 and ZNF281) in serous borderline ovarian tumors and low-grade ovarian cancers,MKI67 is a marker of ovarian cancer cell proliferation,ZNF281;ZNF143,CL_0001064
30885764,MMP2,T Marker,Glioblastoma cell,Cancer cell,Brain,low-throughput + high-throughput,Immunohistochemistry;Western blot;Microscopic observation;RNAseq;qRT-PCR;ChIP;Flow cytometry,"Targeting NFE2L2, a transcription factor upstream of MMP-2: A potential therapeutic strategy for temozolomide resistant glioblastoma",MMP2 is a marker of glioblastoma cells,NFE2L2,
30915362,MMP2,T Marker,Blood vessel carcinoma cell,Cancer cell,Blood vessel,low-throughput,RT-PCR;Western blot,Ginsenoside Rg3 Inhibits Migration and Invasion of Nasopharyngeal Carcinoma Cells and Suppresses Epithelial Mesenchymal Transition,MMP-2 is a Marker in Nasopharyngeal carcinoma cell,TGFB1,CL_0001064
30915362,MMP9,T Marker,Blood vessel carcinoma cell,Cancer cell,Blood vessel,low-throughput,RT-PCR;Western blot,Ginsenoside Rg3 Inhibits Migration and Invasion of Nasopharyngeal Carcinoma Cells and Suppresses Epithelial Mesenchymal Transition,MMP-9 is a Marker in Nasopharyngeal carcinoma cell,TGFB1,CL_0001064
30928384,CDKN1A,T Marker,Lung carcinoma cell,Cancer cell,Lung,low-throughput + high-throughput,qRT-PCR;Western blot;Bioinformatic prediction;Immunohistochemistry;Microscopic observation,DMBX1 promotes tumor proliferation and regulates cell cycle progression via repressing OTX2-mediated transcription of p21 in lung adenocarcinoma cell,"Furtherly we found that thefunction of DMBX1 was dependent on p21 (CDKN1A), a key regulator of G1/S cell cycle progression.",OTX2;DMBX1,CL_0001064
