PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
24856810,GLI1,TFMarker,Bladder cancer cell,Cancer cell,Bladder,low-throughput,Microscopic observation;Immunohistochemistry,Clinicopathological correlates of Gli1 expression in a population-based cohort of patients with newly diagnosed bladder cancer,"We assessed the clinicopathological factors that are potentially related to expression of Gli1, the transcription factor that is thought to be the most reliable marker of hedgehog pathway activation in bladder cancer.",,
24879639,UGT1A1,TFMarker,Liver cell,Cancer cell,Liver,low-throughput + high-throughput,qPCR;DNA-Seq,Genetic factors affecting gene transcription and catalytic activity of UDP-glucuronosyltransferases in human liver,"The transcription factors UGT1A1, UGT1A3 and UGT2B17 are markers expressed in human liver cells",UGT1A3;UGT2B17,CL_0000182
24879639,UGT1A3,TFMarker,Liver cell,Cancer cell,Liver,low-throughput + high-throughput,qPCR;DNA-Seq,Genetic factors affecting gene transcription and catalytic activity of UDP-glucuronosyltransferases in human liver,"The transcription factors UGT1A1, UGT1A3 and UGT2B17 are markers expressed in human liver cells",UGT1A1;UGT2B17,CL_0000182
24879639,UGT2B17,TFMarker,Liver cell,Cancer cell,Liver,low-throughput + high-throughput,qPCR;DNA-Seq,Genetic factors affecting gene transcription and catalytic activity of UDP-glucuronosyltransferases in human liver,"The transcription factors UGT1A1, UGT1A3 and UGT2B17 are markers expressed in human liver cells",UGT1A3;UGT1A1,CL_0000182
24885403,SOX2,TFMarker,Breast cancer cell,Cancer cell,Breast,low-throughput + high-throughput,Gene knock down;qRT-PCR;Weston blot;Flow cytometry;RNA-seq;ChIP-seq;qPCR,YB-1 regulates Sox2 to coordinately sustain stemness and tumorigenic properties in a phenotypically distinct subset of breast cancer cells,"SOX2, a transcription factor and an embryonic stem cell marker, has been implicated in the pathogenesis of breast cancer (BC).",YBX1,
24885929,YBX3,TFMarker,Renal cell carcinoma cell,Cancer cell,Kidney,low-throughput,RT-qPCR;Immunohistochemistry;qPCR,Validation of housekeeping gene and impact on normalized gene expression in clear cell renal cell carcinoma: critical reassessment of YBX3/ZONAB/CSDA expression,YBX3/ZONAB/CSDA is an epithelial-specific transcription factor that plays a role in the density transition between proliferation and differentiation of renal cell cancer cells.  .,YBX3,
24962896,ZNF217,TFMarker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,Sequencing technique;Weston blot;Sequencing technique;ChIP-seq,Global analysis of ZNF217 chromatin occupancy in the breast cancer cell genome reveals an association with Eralpha,Our genome-wide ZNF217 data suggests a functional role for ZNF217 at ERalpha target genes.,GATA3;FOXA1,CL_0000034
24967588,RUNX1,TFMarker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,Weston blot;Survival analysis;Immunohistochemistry,Expression of RUNX1 correlates with poor patient prognosis in triple negative breast cancer,The RUNX1 transcription factor is widely recognised for its tumour suppressor effects in leukaemia.Using multivariate analysis RUNX1 was identified as an independent prognostic marker in the triple negative subgroup.,,CL_0000034
24967588,RUNX1,TFMarker,Cancer stem cell,Cancer cell,Breast,low-throughput + high-throughput,Weston blot;Survival analysis;Immunohistochemistry,Expression of RUNX1 correlates with poor patient prognosis in triple negative breast cancer,The RUNX1 transcription factor is widely recognised for its tumour suppressor effects in leukaemia.Using multivariate analysis RUNX1 was identified as an independent prognostic marker in the triple negative subgroup.,,
24967588,RUNX1,TFMarker,Breast cancer,Cancer cell,Breast,low-throughput + high-throughput,Weston blot;Survival analysis;Immunohistochemistry,Expression of RUNX1 correlates with poor patient prognosis in triple negative breast cancer,The RUNX1 transcription factor is widely recognised for its tumour suppressor effects in leukaemia.Using multivariate analysis RUNX1 was identified as an independent prognostic marker in the triple negative subgroup.,,
24993031,USP22,TFMarker,Pancreas cell,Cancer cell,Pancreas,low-throughput,Flow cytometry;Immunofluorescent staining;PCR;Western blot;Immunohistochemistry,USP22 promotes the G1/S phase transition by upregulating FoxM1 expression via β-catenin nuclear localization and is associated with poor prognosis in stage II pancreatic ductal adenocarcinoma,"USP22 and FoxM1 may act as prognostic markers and potential targets for PDA.Ubiquitin-specific protease 22 (USP22), a newly discovered member of ubiquitin hydrolase family, exhibits a critical function in cell cycle progression and tumorigenesis.",FOXM1,
24995995,LHX2,TFMarker,Liver cell,Cancer cell,Liver,low-throughput + high-throughput,PCR;Western blot;Immunofluorescent staining;Microscopic observation;Sequencing technique,Adenoviral overexpression of Lhx2 attenuates cell viability but does not preserve the stem cell like phenotype of hepatic stellate cells,LHX2 is described as stem cell maintaining factor in different organs and as an inhibitory transcription factor in Hepatic stellate cells activation.,,CL_0000182
25023405,ILF2,TFMarker,T cell,Cancer cell,Brain,low-throughput,Immunohistochemistry;Western blot;Microscopic observation,Expression of NF45 correlates with malignant grade in gliomas and plays a pivotal role in tumor growth,"Nuclear factor of activated T cells 45 kDa (NF45), is a transcription factor that interacts with NF90 to regulate gene expression.suggesting that NF45 maybe a molecular marker for pathology and a novel therapeutic target for malignant glioma.","CDKN1A,NSG1;MKI67",CL_0000084
25042806,MARK1,TFMarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput + high-throughput,Western blot;Immunofluorescent staining;Microscopic observation;Sequencing technique,An AMPK-independent signaling pathway downstream of the LKB1 tumor suppressor controls Snail1 and metastatic potential,The ability of LKB1 to suppress SNAIL1 levels was independent of AMPK but required the related kinases MARK1 and MARK4.,STK11;SNAI1;MARK4;MARK1,CL_0001064
25042806,MARK4,TFMarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput + high-throughput,Western blot;Immunofluorescent staining;Microscopic observation;Sequencing technique,An AMPK-independent signaling pathway downstream of the LKB1 tumor suppressor controls Snail1 and metastatic potential,The ability of LKB1 to suppress Snail1 levels was independent of AMPK but required the related kinases MARK1 and MARK4.,STK11;SNAI1;MARK4;MARK1,CL_0001064
25046229,GATA3,TFMarker,Parathyroid tumor cell,Cancer cell,Thyroid,low-throughput + high-throughput,Immunohistochemistry;Microscopic observation;DNA-seq,Value of GATA3 immunostaining in the diagnosis of parathyroid tumors,GATA3 is a transcription factor that is involved in the embryonic development of the parathyroid glands and in adult parathyroid cell proliferation and also GATA3 is a very sensitive and relatively specific immunohistochemical marker for parathyroid differentiation that can assist in the differential diagnosis of parathyroid tumors.,PAX8,
25048051,MITF,TFMarker,Melanocytes cell,Cancer cell,Epithelium,low-throughput,Immunohistochemical;Microscopic observation,Immunohistochemical profile of oral mucosal and head and neck cutaneous melanoma,"MITF is a transcription factor expressed in Melanocytes cell.The aim of this study was to compare four such markers, namely microphthalmia transcription factor (MITF), P75, P53, and Ki-67 in malignant melanomas originating from the oral cavity and head and neck skin.",NGFR;MKI67;TP53,
25048051,NGFR,TFMarker,Melanocytes cell,Cancer cell,Epithelium,low-throughput,Immunohistochemical;Microscopic observation,Immunohistochemical profile of oral mucosal and head and neck cutaneous melanoma,"P75 is a transcription factor expressed in Melanocytes cell.The aim of this study was to compare four such markers, namely microphthalmia transcription factor (MITF), P75, P53, and Ki-67 in malignant melanomas originating from the oral cavity and head and neck skin.",MITF,
25048051,TP53,TFMarker,Melanocytes cell,Cancer cell,Epithelium,low-throughput,Immunohistochemical;Microscopic observation,Immunohistochemical profile of oral mucosal and head and neck cutaneous melanoma,"P53 is a transcription factor expressed in Melanocytes cell.The aim of this study was to compare four such markers, namely microphthalmia transcription factor (MITF), P75, P53, and Ki-67 in malignant melanomas originating from the oral cavity and head and neck skin.",MITF,
25048051,MKI67,TFMarker,Melanocytes cell,Cancer cell,Epithelium,low-throughput,Immunohistochemical;Microscopic observation,Immunohistochemical profile of oral mucosal and head and neck cutaneous melanoma,"KI67 is a transcription factor expressed in Melanocytes cell.The aim of this study was to compare four such markers, namely microphthalmia transcription factor (MITF), P75, P53, and Ki-67 in malignant melanomas originating from the oral cavity and head and neck skin.",MITF,
25052070,HNF1B,TFMarker,Hepatocellular carcinoma,Cancer cell,Liver,low-throughput,Immunohistochemistry;Microscopic observation,Expression of bile duct transcription factor HNF1β predicts early tumor recurrence and is a stage-independent prognostic factor in hepatocellular carcinoma,"Hepatocyte nuclear factor 1β (HNF1β), a bile duct-specific transcription factor expressed in bile ducts but not in the normal hepatocytes, is also expressed in HCC.",KRT19,
25052070,KRT19,TFMarker,Hepatocellular carcinoma,Cancer cell,Liver,low-throughput,Immunohistochemistry;Microscopic observation,Expression of bile duct transcription factor HNF1β predicts early tumor recurrence and is a stage-independent prognostic factor in hepatocellular carcinoma,The expression of HNF1β and the biliary differentiation marker cytokeratin 19 (CK19) were retrospectively evaluated using immunohistochemistry in 159 surgically resected primary HCCs.,HNF1B,
25060182,GLI1,TFMarker,Thyroid carcinoma cell,Cancer cell,Thyroid,low-throughput,Microscopic observation;Immunofluorescent staining,Expression and clinical significance of Shh/Gli-1 in papillary thyroid carcinoma,The transcription factor Gli-1-the key elements of the Shh pathway.,,CL_0001064
25063494,TWIST1,TFMarker,Penis carcinoma cell,Cancer cell,Penis,low-throughput,;Microscopic observation;Immunohistochemistry,Epithelial-to-mesenchymal transition in penile squamous cell carcinoma,"We assessed the expression of E-cadherin, vimentin and the epithelial-to-mesenchymal transition related transcription factors TWIST1, ZEB1 and SNAI1 by immunohistochemical staining in 64 penile squamous cell carcinoma cases.",ZEB1;TWIST1;SNAI1,CL_0001064
25063494,ZEB1,TFMarker,Penis carcinoma cell,Cancer cell,Penis,low-throughput,;Microscopic observation;Immunohistochemistry,Epithelial-to-mesenchymal transition in penile squamous cell carcinoma,"We assessed the expression of E-cadherin, vimentin and the epithelial-to-mesenchymal transition related transcription factors TWIST1, ZEB1 and SNAI1 by immunohistochemical staining in 64 penile squamous cell carcinoma cases.",ZEB1;TWIST1;SNAI2,CL_0001064
25063494,SNAI1,TFMarker,Penis carcinoma cell,Cancer cell,Penis,low-throughput,;Microscopic observation;Immunohistochemistry,Epithelial-to-mesenchymal transition in penile squamous cell carcinoma,"We assessed the expression of E-cadherin, vimentin and the epithelial-to-mesenchymal transition related transcription factors TWIST1, ZEB1 and SNAI1 by immunohistochemical staining in 64 penile squamous cell carcinoma cases.",ZEB1;TWIST1,CL_0001064
25064451,GLI1,TFMarker,Biliary tract cancer cell,Cancer cell,Bile duct,low-throughput,Taqman PCR;RT-qPCR;qPCR;Flow cytometry;Immunohistochemistry,Activated hedgehog pathway is a potential target for pharmacological intervention in biliary tract cancer,"In human BTC samples, the sonic Hh ligand and the Gli1 transcription factor showed increased expression in tumours compared to normal adjacent tissue and were significantly associated with high tumour grade and positive lymph node status",,
25064451,GLI1,TFMarker,Biliary tract cancer cell,Cancer cell,Gallbladder,low-throughput,Taqman PCR;RT-qPCR;qPCR;Flow cytometry;Immunohistochemistry,Activated hedgehog pathway is a potential target for pharmacological intervention in biliary tract cancer,"In human BTC samples, the sonic Hh ligand and the Gli1 transcription factor showed increased expression in tumours compared to normal adjacent tissue and were significantly associated with high tumour grade and positive lymph node status",,
25073087,ATF4,TFMarker,Nerve cell,Cancer cell,Nerve,low-throughput,Western blot;Immunofluorescent staining;Immunohistochemistry;Microscopic observation,Granulovacuolar degeneration and unfolded protein response in mouse models of tauopathy and Aβ amyloidosis,"Only few of the intensely ATF4-labeled neurons displayed CK1δ labeled granules, but in neurons with CK1δ labeled granules there was also weak ATF4 immunoreactivity of granules",,CL_0002319
25074367,PAX5,TFMarker,Cutaneous neuroendocrine carcinoma cell,Cancer cell,Skin,low-throughput,Immunohistochemistry;Microscopic observation,Merkel-Zell-Karzinom,PAX5 is a transcription factor expressed in Cutaneous neuroendocrine carcinoma cell.,KRT7,
25077433,SOX2,TFMarker,Cutaneous squamous cell carcinoma cell,Cancer cell,Skin,low-throughput,Weston blot;Immunofluorescent staining,SOX2 is a cancer-specific regulator of tumour initiating potential in cutaneous squamous cell carcinoma,The severe reduction in tumour growth following SOX2 depletion suggested a critical role for SOX2 in tumour initiation and/or maintenance,,
