Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand MGI ID,Receptor MGI ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB15:0001150,Nrg2 Erbb4,Nrg2,Erbb4,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nrg2%20Erbb4-based-on-Pubmed-ID-9168114,%209168115-in-mouse","Nrg2 (NTAK, Don1)","Erbb4 (ErbB4, Her4)",MGI:1098246,MGI:104771,ENSMUSG00000060275,ENSMUSG00000062209,"NRG2 (Don-1, NTAK, HRG2)","ERBB4 (ALS19, HER4)","secreted, cell membrane",cell membrane
CDB15:0001151,Nrg3 Erbb4,Nrg3,Erbb4,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nrg3%20Erbb4-based-on-Pubmed-ID-9275162,%209772300-in-mouse",Nrg3 (ska),"Erbb4 (ErbB4, Her4)",MGI:1097165,MGI:104771,ENSMUSG00000041014,ENSMUSG00000062209,NRG3,"ERBB4 (ALS19, HER4)","secreted, cell membrane",cell membrane
CDB15:0001152,Nrg4 Erbb4,Nrg4,Erbb4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nrg4%20Erbb4-based-on-Pubmed-ID-10348342-in-mouse,Nrg4,"Erbb4 (ErbB4, Her4)",MGI:1933833,MGI:104771,ENSMUSG00000032311,ENSMUSG00000062209,NRG4 (HRG4),"ERBB4 (ALS19, HER4)","secreted, cell membrane",cell membrane
CDB15:0001153,Nrtn Gfra1,Nrtn,Gfra1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nrtn%20Gfra1-based-on-Pubmed-ID-9407096,%209883723-in-mouse",Nrtn,"Gfra1 (GDNFR-alpha, GFR alpha-1)",MGI:108417,MGI:1100842,ENSMUSG00000039481,ENSMUSG00000025089,NRTN (NTN),"GFRA1 (GDNFRA, RETL1, GDNFR, GFR-ALPHA-1, RET1L, TRNR1)",secreted,cell membrane
CDB15:0001154,Nrtn Gfra2,Nrtn,Gfra2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nrtn%20Gfra2-based-on-Pubmed-ID-10829012,%209182803,%209883723-in-mouse",Nrtn,"Gfra2 (GFR alpha 2, GFR alpha-2)",MGI:108417,MGI:1195462,ENSMUSG00000039481,ENSMUSG00000022103,NRTN (NTN),"GFRA2 (RETL2, GDNFRB, NTNRA, TRNR2)",secreted,cell membrane
CDB15:0001155,Nrtn Ret,Nrtn,Ret,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nrtn%20Ret-based-on-Pubmed-ID-31392261,%209182803,%209192898-in-mouse",Nrtn,"Ret (RET51, RET9, c-Ret)",MGI:108417,MGI:97902,ENSMUSG00000039481,ENSMUSG00000030110,NRTN (NTN),"RET (HSCR1, MEN2A, MTC1, MEN2B, PTC, CDHF12, RET51, CDHR16)",secreted,cell membrane
CDB15:0001156,Ntf3 Ngfr,Ntf3,Ngfr,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntf3%20Ngfr-based-on-Pubmed-ID-27434667-in-mouse,"Ntf3 (NT-3, Ntf-3, NT3)","Ngfr (p75, p75NGFR, p75NTR, p75 neurotrophin receptor, LNGFR, Tnfrsf16)",MGI:97380,MGI:97323,ENSMUSG00000049107,ENSMUSG00000000120,NTF3 (NGF2),"NGFR (TNFRSF16, CD271, p75NTR)",secreted,cell membrane
CDB15:0001157,Ntf3 Ntrk1,Ntf3,Ntrk1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntf3%20Ntrk1-based-on-Pubmed-ID-17439940-in-mouse,"Ntf3 (NT-3, Ntf-3, NT3)","Ntrk1 (TrkA, Tkr)",MGI:97380,MGI:97383,ENSMUSG00000049107,ENSMUSG00000028072,NTF3 (NGF2),"NTRK1 (TRK, TRKA, MTC)",secreted,cell membrane
CDB15:0001158,Ntf3 Ntrk2,Ntf3,Ntrk2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntf3%20Ntrk2-based-on-Pubmed-ID-8621424-in-mouse,"Ntf3 (NT-3, Ntf-3, NT3)","Ntrk2 (trkB, C030027L06Rik, Tkrb)",MGI:97380,MGI:97384,ENSMUSG00000049107,ENSMUSG00000055254,NTF3 (NGF2),NTRK2 (TRKB),secreted,cell membrane
CDB15:0001159,Ntf3 Ntrk3,Ntf3,Ntrk3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntf3%20Ntrk3-based-on-Pubmed-ID-7679912,%209488719-in-mouse","Ntf3 (NT-3, Ntf-3, NT3)",Ntrk3 (TrkC),MGI:97380,MGI:97385,ENSMUSG00000049107,ENSMUSG00000059146,NTF3 (NGF2),NTRK3 (TRKC),secreted,cell membrane
CDB15:0001160,Ntf5 Ngfr,Ntf5,Ngfr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntf5%20Ngfr-based-on-Pubmed-ID-7541633-in-mouse,"Ntf5 (NT-4, NT4/5, NT4, neurotrophin-4, Ntf-5, Ntf4, 2900040K06Rik)","Ngfr (p75, p75NGFR, p75NTR, p75 neurotrophin receptor, LNGFR, Tnfrsf16)",MGI:97381,MGI:97323,ENSMUSG00000074121,ENSMUSG00000000120,"NTF4 (NTF5, NT-4/5, GLC1O)","NGFR (TNFRSF16, CD271, p75NTR)",secreted,cell membrane
CDB15:0001161,Ntf5 Ntrk2,Ntf5,Ntrk2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntf5%20Ntrk2-based-on-Pubmed-ID-11855816,%207679912-in-mouse","Ntf5 (NT-4, NT4/5, NT4, neurotrophin-4, Ntf-5, Ntf4, 2900040K06Rik)","Ntrk2 (trkB, C030027L06Rik, Tkrb)",MGI:97381,MGI:97384,ENSMUSG00000074121,ENSMUSG00000055254,"NTF4 (NTF5, NT-4/5, GLC1O)",NTRK2 (TRKB),secreted,cell membrane
CDB15:0001162,Ntn1 Adora2b,Ntn1,Adora2b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntn1%20Adora2b-based-on-Pubmed-ID-11048721-in-mouse,Ntn1 (Netrin-1),"Adora2b (A2b, A2BR, AA2BR, A2b, Rs, A2BAR, ARA2B)",MGI:105088,MGI:99403,ENSMUSG00000020902,ENSMUSG00000018500,"NTN1 (NTN1L, NET1)",ADORA2B,secreted,cell membrane
CDB15:0001163,Ntn1 Dcc,Ntn1,Dcc,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntn1%20Dcc-based-on-Pubmed-ID-12810718,%2022782894,%2029503192,%208861902-in-mouse",Ntn1 (Netrin-1),"Dcc (C030036D22Rik, Igdcc1, deleted in colorectal carcinoma)",MGI:105088,MGI:94869,ENSMUSG00000020902,ENSMUSG00000060534,"NTN1 (NTN1L, NET1)","DCC (IGDCC1, NTN1R1)",secreted,cell membrane
CDB15:0001164,Ntn1 Neo1,Ntn1,Neo1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntn1%20Neo1-based-on-Pubmed-ID-12636918-in-mouse,Ntn1 (Netrin-1),"Neo1 (D930014N22Rik, 2610028H22Rik, Igdcc2)",MGI:105088,MGI:1097159,ENSMUSG00000020902,ENSMUSG00000032340,"NTN1 (NTN1L, NET1)","NEO1 (NGN, HsT17534, IGDCC2, NTN1R2)",secreted,cell membrane
CDB15:0001165,Ntn1 Unc5a,Ntn1,Unc5a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntn1%20Unc5a-based-on-Pubmed-ID-9126742-in-mouse,Ntn1 (Netrin-1),Unc5a (Unc5h1),MGI:105088,MGI:894682,ENSMUSG00000020902,ENSMUSG00000025876,"NTN1 (NTN1L, NET1)","UNC5A (KIAA1976, UNC5H1)",secreted,cell membrane
CDB15:0001166,Ntn1 Unc5b,Ntn1,Unc5b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntn1%20Unc5b-based-on-Pubmed-ID-9126742-in-mouse,Ntn1 (Netrin-1),"Unc5b (6330415E02Rik, Unc5h2, D10Bwg0792e)",MGI:105088,MGI:894703,ENSMUSG00000020902,ENSMUSG00000020099,"NTN1 (NTN1L, NET1)","UNC5B (UNC5H2, p53RDL1)",secreted,cell membrane
CDB15:0001167,Ntn1 Unc5c,Ntn1,Unc5c,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntn1%20Unc5c-based-on-Pubmed-ID-12810718-in-mouse,Ntn1 (Netrin-1),"Unc5c (Unc5h3, B130051O18Rik)",MGI:105088,MGI:1095412,ENSMUSG00000020902,ENSMUSG00000059921,"NTN1 (NTN1L, NET1)",UNC5C,secreted,cell membrane
CDB15:0001168,Ntn1 Unc5d,Ntn1,Unc5d,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntn1%20Unc5d-based-on-Pubmed-ID-21673655-in-mouse,Ntn1 (Netrin-1),"Unc5d (Unc5h4, D930029E11Rik)",MGI:105088,MGI:2389364,ENSMUSG00000020902,ENSMUSG00000063626,"NTN1 (NTN1L, NET1)","UNC5D (KIAA1777, Unc5h4)",secreted,cell membrane
CDB15:0001169,Ntn3 Neo1,Ntn3,Neo1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntn3%20Neo1-based-on-Pubmed-ID-10366627,%2015520228-in-mouse","Ntn3 (Ntn3, Ntn2l)","Neo1 (D930014N22Rik, 2610028H22Rik, Igdcc2)",MGI:1341188,MGI:1097159,ENSMUSG00000117406,ENSMUSG00000032340,NTN3 (NTN2L),"NEO1 (NGN, HsT17534, IGDCC2, NTN1R2)",secreted,cell membrane
CDB15:0001170,Ntn4 Dcc,Ntn4,Dcc,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntn4%20Dcc-based-on-Pubmed-ID-17174565-in-mouse,Ntn4 (beta-netrin),"Dcc (C030036D22Rik, Igdcc1, deleted in colorectal carcinoma)",MGI:1888978,MGI:94869,ENSMUSG00000020019,ENSMUSG00000060534,NTN4,"DCC (IGDCC1, NTN1R1)",secreted,cell membrane
CDB15:0001171,Ntn4 Unc5a,Ntn4,Unc5a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntn4%20Unc5a-based-on-Pubmed-ID-17174565-in-mouse,Ntn4 (beta-netrin),Unc5a (Unc5h1),MGI:1888978,MGI:894682,ENSMUSG00000020019,ENSMUSG00000025876,NTN4,"UNC5A (KIAA1976, UNC5H1)",secreted,cell membrane
CDB15:0001172,Ntng1 Lrrc4c,Ntng1,Lrrc4c,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntng1%20Lrrc4c-based-on-Pubmed-ID-25411505-in-mouse,"Ntng1 (Lmnt1, A930010C08Rik)","Lrrc4c (6430556C10Rik, netrin g1 ligand, NGL-1)",MGI:1934028,MGI:2442636,ENSMUSG00000059857,ENSMUSG00000050587,"NTNG1 (KIAA0976, Lmnt1, NetG1, NetrinG1)","LRRC4C (KIAA1580, NGL-1)","secreted, cell membrane",cell membrane
CDB15:0001173,Ntng2 Lrrc4,Ntng2,Lrrc4,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ntng2%20Lrrc4-based-on-Pubmed-ID-17973922-in-mouse,"Ntng2 (Lmnt2, 2610016D08Rik)","Lrrc4 (Nag14, NGL-2, NGL2)",MGI:2159341,MGI:2182081,ENSMUSG00000035513,ENSMUSG00000049939,"NTNG2 (NTNG1, KIAA1857, Lmnt2, NetrinG2)","LRRC4 (NAG14, NGL-2)",cell membrane,cell membrane
CDB15:0001174,Nts Ntsr1,Nts,Ntsr1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nts%20Ntsr1-based-on-Pubmed-ID-10930533,%2011559354,%2011801734,%2011811984,%201331689,%2016087676,%201694443-in-mouse","Nts (neuromedin N, NT/N, NTS1, NMN-125, 5033428E16Rik)","Ntsr1 (NT-1R, Ntsr1, NTR-1, NTR1)",MGI:1328351,MGI:97386,ENSMUSG00000019890,ENSMUSG00000027568,NTS,NTSR1 (NTR),secreted,cell membrane
CDB15:0001175,Nts Ntsr2,Nts,Ntsr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nts%20Ntsr2-based-on-Pubmed-ID-11801734,%209851594-in-mouse","Nts (neuromedin N, NT/N, NTS1, NMN-125, 5033428E16Rik)","Ntsr2 (NTRL, NT2R)",MGI:1328351,MGI:108018,ENSMUSG00000019890,ENSMUSG00000020591,NTS,NTSR2 (NTR2),secreted,cell membrane
CDB15:0001176,Nxph1 Nrxn1,Nxph1,Nrxn1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nxph1%20Nrxn1-based-on-Pubmed-ID-31566781,%208699246,%209856994-in-mouse",Nxph1 (C130005L03Rik),"Nrxn1 (alpha-latrotoxin receptor (calcium-dependent), neurexin I beta, neurexin I alpha, neurexin I beta, neurexin I beta, neurexin I alpha, neurexin I alpha, 1700062G21Rik, A230068P09Rik, 9330127H16Rik)",MGI:107492,MGI:1096391,ENSMUSG00000046178,ENSMUSG00000024109,NXPH1,"NRXN1 (KIAA0578, Hs.22998)",secreted,cell membrane
CDB15:0001177,Nxph1 Nrxn2,Nxph1,Nrxn2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nxph1%20Nrxn2-based-on-Pubmed-ID-31566781,%209856994-in-mouse",Nxph1 (C130005L03Rik),"Nrxn2 (neurexin II beta, neurexin II alpha, 6430591O13Rik)",MGI:107492,MGI:1096362,ENSMUSG00000046178,ENSMUSG00000033768,NXPH1,NRXN2,secreted,cell membrane
CDB15:0001178,Nxph1 Nrxn3,Nxph1,Nrxn3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nxph1%20Nrxn3-based-on-Pubmed-ID-31566781,%209856994-in-mouse",Nxph1 (C130005L03Rik),"Nrxn3 (neurexin III beta, neurexin III alpha, neurexin III beta, neurexin III alpha, 9330112C09Rik, D12Bwg0831e, 4933401A11Rik)",MGI:107492,MGI:1096389,ENSMUSG00000046178,ENSMUSG00000066392,NXPH1,"NRXN3 (C14orf60, KIAA0743)",secreted,cell membrane
CDB15:0001179,Nxph3 Nrxn1,Nxph3,Nrxn1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nxph3%20Nrxn1-based-on-Pubmed-ID-31566781,%209856994-in-mouse",Nxph3,"Nrxn1 (alpha-latrotoxin receptor (calcium-dependent), neurexin I beta, neurexin I alpha, neurexin I beta, neurexin I beta, neurexin I alpha, neurexin I alpha, 1700062G21Rik, A230068P09Rik, 9330127H16Rik)",MGI:1336188,MGI:1096391,ENSMUSG00000046719,ENSMUSG00000024109,NXPH3 (NPH3),"NRXN1 (KIAA0578, Hs.22998)",secreted,cell membrane
CDB15:0001180,Nxph3 Nrxn2,Nxph3,Nrxn2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nxph3%20Nrxn2-based-on-Pubmed-ID-31566781,%209856994-in-mouse",Nxph3,"Nrxn2 (neurexin II beta, neurexin II alpha, 6430591O13Rik)",MGI:1336188,MGI:1096362,ENSMUSG00000046719,ENSMUSG00000033768,NXPH3 (NPH3),NRXN2,secreted,cell membrane
CDB15:0001181,Nxph3 Nrxn3,Nxph3,Nrxn3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Nxph3%20Nrxn3-based-on-Pubmed-ID-31566781,%209856994-in-mouse",Nxph3,"Nrxn3 (neurexin III beta, neurexin III alpha, neurexin III beta, neurexin III alpha, 9330112C09Rik, D12Bwg0831e, 4933401A11Rik)",MGI:1336188,MGI:1096389,ENSMUSG00000046719,ENSMUSG00000066392,NXPH3 (NPH3),"NRXN3 (C14orf60, KIAA0743)",secreted,cell membrane
CDB15:0001182,Omg Lingo1,Omg,Lingo1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Omg%20Lingo1-based-on-Pubmed-ID-14966521-in-mouse,Omg,"Lingo1 (UNQ201, LERN1, 4930471K13Rik, LINGO-1, Lrrn6a)",MGI:106586,MGI:1915522,ENSMUSG00000049612,ENSMUSG00000049556,OMG (OMGP),"LINGO1 (LRRN6A, FLJ14594, LERN1)",cell membrane,cell membrane
CDB15:0001183,Omg Rtn4r,Omg,Rtn4r,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Omg%20Rtn4r-based-on-Pubmed-ID-12068310,%2012839991-in-mouse",Omg,"Rtn4r (Nogo-66 receptor, NgR, NgR1)",MGI:106586,MGI:2136886,ENSMUSG00000049612,ENSMUSG00000043811,OMG (OMGP),RTN4R (NOGOR),cell membrane,cell membrane
CDB15:0001184,Omg Rtn4rl1,Omg,Rtn4rl1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Omg%20Rtn4rl1-based-on-Pubmed-ID-12068310-in-mouse,Omg,"Rtn4rl1 (Ngr3, Ngrh2, Ngrl2)",MGI:106586,MGI:2661375,ENSMUSG00000049612,ENSMUSG00000045287,OMG (OMGP),"RTN4RL1 (NGRH2, NgR3, DKFZp547J144)",cell membrane,cell membrane
CDB15:0001185,Orm1 Ccr5,Orm1,Ccr5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Orm1%20Ccr5-based-on-Pubmed-ID-11336643-in-mouse,"Orm1 (Agp-2, Agp-1, Orm-1)","Ccr5 (CD195, Cmkbr5)",MGI:97443,MGI:107182,ENSMUSG00000039196,ENSMUSG00000079227,ORM1 (A1AG1),"CCR5 (CMKBR5, CKR-5, CC-CKR-5, CKR5, CD195, IDDM22)",secreted,cell membrane
CDB15:0001186,Osm Il6st,Osm,Il6st,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Osm%20Il6st-based-on-Pubmed-ID-10854424,%2010997905,%2016051226,%208999038-in-mouse",Osm (OncoM),"Il6st (gp130, CD130, D13Ertd699e, 5133400A03Rik)",MGI:104749,MGI:96560,ENSMUSG00000058755,ENSMUSG00000021756,OSM (MGC20461),"IL6ST (GP130, CD130, sGP130, IL-6RB)",secreted,cell membrane
CDB15:0001187,Osm Lifr,Osm,Lifr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Osm%20Lifr-based-on-Pubmed-ID-10854424,%2010997905,%201536831,%201542794,%2016051226-in-mouse",Osm (OncoM),"Lifr (soluble differentiation-stimulating factor receptor, A230075M04Rik)",MGI:104749,MGI:96788,ENSMUSG00000058755,ENSMUSG00000054263,OSM (MGC20461),LIFR (CD118),secreted,cell membrane
CDB15:0001188,Osm Osmr,Osm,Osmr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Osm%20Osmr-based-on-Pubmed-ID-10997905,%208999038-in-mouse",Osm (OncoM),Osmr (OSMRB),MGI:104749,MGI:1330819,ENSMUSG00000058755,ENSMUSG00000022146,OSM (MGC20461),"OSMR (OSMRB, OSMRbeta)",secreted,cell membrane
CDB15:0001189,Ostn Npr3,Ostn,Npr3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ostn%20Npr3-based-on-Pubmed-ID-17951249-in-mouse,"Ostn (Ostc, musclin)","Npr3 (Nppc receptor, lgj, longjohn, NPR-C, B430320C24Rik)",MGI:2677164,MGI:97373,ENSMUSG00000052276,ENSMUSG00000022206,OSTN,"NPR3 (NPRC, ANPRC, C5orf23, GUCY2B, FLJ14054)",secreted,cell membrane
CDB15:0001190,Oxt Avpr1a,Oxt,Avpr1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Oxt%20Avpr1a-based-on-Pubmed-ID-31664130-in-mouse,Oxt (Oxy),Avpr1a (V1aR),MGI:97453,MGI:1859216,ENSMUSG00000027301,ENSMUSG00000020123,"OXT (OT, OXT-NPI, OT-NPI)",AVPR1A (AVPR1),secreted,cell membrane
CDB15:0001191,Oxt Avpr1b,Oxt,Avpr1b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Oxt%20Avpr1b-based-on-Pubmed-ID-17283236-in-mouse,Oxt (Oxy),"Avpr1b (V3/V1b pituitary vasopressin receptor, V3/V1b, V1bR, AVPR3, V1BR, VPR3)",MGI:97453,MGI:1347010,ENSMUSG00000027301,ENSMUSG00000026432,"OXT (OT, OXT-NPI, OT-NPI)","AVPR1B (AVPR3, V1bR, VPR3)",secreted,cell membrane
CDB15:0001192,Oxt Avpr2,Oxt,Avpr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Oxt%20Avpr2-based-on-Pubmed-ID-9884074-in-mouse,Oxt (Oxy),"Avpr2 (nephrogenic diabetes insipidus, V2R, ND1, DI1)",MGI:97453,MGI:88123,ENSMUSG00000027301,ENSMUSG00000031390,"OXT (OT, OXT-NPI, OT-NPI)","AVPR2 (DIR3, DIR, V2R)",secreted,cell membrane
CDB15:0001193,Oxt Oxtr,Oxt,Oxtr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Oxt%20Oxtr-based-on-Pubmed-ID-10519430,%2010698266,%2012660315,%201313946,%207475979-in-mouse",Oxt (Oxy),Oxtr (OTR),MGI:97453,MGI:109147,ENSMUSG00000027301,ENSMUSG00000049112,"OXT (OT, OXT-NPI, OT-NPI)",OXTR (OTR),secreted,cell membrane
CDB15:0001194,Pdgfa Pdgfra,Pdgfa,Pdgfra,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pdgfa%20Pdgfra-based-on-Pubmed-ID-2544881-in-mouse,Pdgfa,"Pdgfra (CD140a, Pdgfr-2)",MGI:97527,MGI:97530,ENSMUSG00000025856,ENSMUSG00000029231,"PDGFA (PDGF1, PDGF-A)","PDGFRA (CD140a, PDGFR2, GAS9)",secreted,cell membrane
CDB15:0001195,Pdgfb Lrp1,Pdgfb,Lrp1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pdgfb%20Lrp1-based-on-Pubmed-ID-11854294-in-mouse,"Pdgfb (Sis, PDGF-B)","Lrp1 (CD91, A2mr, b2b1554Clo)",MGI:97528,MGI:96828,ENSMUSG00000000489,ENSMUSG00000040249,"PDGFB (SIS, SSV)","LRP1 (APR, A2MR, LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R)",secreted,cell membrane
CDB15:0001196,Pdgfb Pdgfra,Pdgfb,Pdgfra,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pdgfb%20Pdgfra-based-on-Pubmed-ID-2544881-in-mouse,"Pdgfb (Sis, PDGF-B)","Pdgfra (CD140a, Pdgfr-2)",MGI:97528,MGI:97530,ENSMUSG00000000489,ENSMUSG00000029231,"PDGFB (SIS, SSV)","PDGFRA (CD140a, PDGFR2, GAS9)",secreted,cell membrane
CDB15:0001197,Pdgfb Pdgfrb,Pdgfb,Pdgfrb,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pdgfb%20Pdgfrb-based-on-Pubmed-ID-11903042-in-mouse,"Pdgfb (Sis, PDGF-B)","Pdgfrb (CD140b, Pdgfr)",MGI:97528,MGI:97531,ENSMUSG00000000489,ENSMUSG00000024620,"PDGFB (SIS, SSV)","PDGFRB (PDGFR, JTK12, CD140b, PDGFR1)",secreted,cell membrane
CDB15:0001198,Pdgfc Pdgfra,Pdgfc,Pdgfra,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pdgfc%20Pdgfra-based-on-Pubmed-ID-10806482,%2011297552-in-mouse","Pdgfc (1110064L01Rik, PDGF-C)","Pdgfra (CD140a, Pdgfr-2)",MGI:1859631,MGI:97530,ENSMUSG00000028019,ENSMUSG00000029231,"PDGFC (SCDGF, fallotein)","PDGFRA (CD140a, PDGFR2, GAS9)","secreted, cell membrane",cell membrane
CDB15:0001199,Pdgfc Pdgfrb,Pdgfc,Pdgfrb,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pdgfc%20Pdgfrb-based-on-Pubmed-ID-19795151-in-mouse,"Pdgfc (1110064L01Rik, PDGF-C)","Pdgfrb (CD140b, Pdgfr)",MGI:1859631,MGI:97531,ENSMUSG00000028019,ENSMUSG00000024620,"PDGFC (SCDGF, fallotein)","PDGFRB (PDGFR, JTK12, CD140b, PDGFR1)","secreted, cell membrane",cell membrane
CDB15:0001200,Pdgfd Pdgfrb,Pdgfd,Pdgfrb,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pdgfd%20Pdgfrb-based-on-Pubmed-ID-14514732-in-mouse,Pdgfd (1110003I09Rik),"Pdgfrb (CD140b, Pdgfr)",MGI:1919035,MGI:97531,ENSMUSG00000032006,ENSMUSG00000024620,"PDGFD (SCDGF-B, MSTP036, IEGF)","PDGFRB (PDGFR, JTK12, CD140b, PDGFR1)",secreted,cell membrane
CDB15:0001201,Pdyn Oprd1,Pdyn,Oprd1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pdyn%20Oprd1-based-on-Pubmed-ID-8624732-in-mouse,Pdyn (Dyn),"Oprd1 (DOR-1, Nbor, mDOR, DOR)",MGI:97535,MGI:97438,ENSMUSG00000027400,ENSMUSG00000050511,"PDYN (SCA23, PENKB, ADCA)",OPRD1,secreted,cell membrane
CDB15:0001202,Pdyn Oprk1,Pdyn,Oprk1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Pdyn%20Oprk1-based-on-Pubmed-ID-39009835,%207869844-in-mouse",Pdyn (Dyn),"Oprk1 (KOR-1, R21, Oprk2)",MGI:97535,MGI:97439,ENSMUSG00000027400,ENSMUSG00000025905,"PDYN (SCA23, PENKB, ADCA)","OPRK1 (KOR, OPRK)",secreted,cell membrane
